,SEASON_ID_x,Player_ID,Game_ID,GAME_DATE_x,MATCHUP_x,WL_x,MIN_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PLUS_MINUS_x,VIDEO_AVAILABLE,PTS/48,SEASON_ID_y,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE_y,MATCHUP_y,WL_y,MIN_y,PTS_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PLUS_MINUS_y,TS_x
10,22018,201566,0021801072,"MAR 20, 2019",OKC vs. TOR,L,44,16,29,0.552,5,10,0.5,5,8,0.625,2,9,11,6,1,0,9,3,42,-7,1,45.81818181818182,22018,1610612760,OKC,Oklahoma City Thunder,0021801072,2019-03-20,OKC vs. TOR,L,265,114,43,103,0.417,13,43,0.302,15,29,0.517,16,32,48,22,6,2,17,22,-9.0,0.6457564575645756
11,22018,201566,0021801038,"MAR 16, 2019",OKC vs. GSW,L,32,2,16,0.125,0,7,0.0,3,4,0.75,0,8,8,9,1,1,4,5,7,-18,1,10.5,22018,1610612760,OKC,Oklahoma City Thunder,0021801038,2019-03-16,OKC vs. GSW,L,239,88,31,96,0.323,13,41,0.317,13,23,0.565,17,35,52,18,4,5,16,18,-22.0,0.19707207207207206
12,22018,201566,0021801020,"MAR 14, 2019",OKC @ IND,L,38,8,18,0.444,1,5,0.2,2,2,1.0,1,13,14,11,4,2,4,2,19,-1,1,24.0,22018,1610612760,OKC,Oklahoma City Thunder,0021801020,2019-03-14,OKC @ IND,L,240,106,38,86,0.442,14,30,0.467,16,20,0.8,8,36,44,24,11,5,17,28,-2.0,0.503177966101695
13,22018,201566,0021801017,"MAR 13, 2019",OKC vs. BKN,W,36,12,23,0.522,4,8,0.5,3,5,0.6,3,9,12,11,3,0,5,3,31,18,1,41.333333333333336,22018,1610612760,OKC,Oklahoma City Thunder,0021801017,2019-03-13,OKC vs. BKN,W,240,108,41,96,0.427,11,28,0.393,15,19,0.789,16,35,51,21,9,6,11,20,12.0,0.6150793650793651
14,22018,201566,0021801005,"MAR 11, 2019",OKC @ UTA,W,37,9,19,0.474,2,4,0.5,3,6,0.5,0,11,11,8,1,1,3,2,23,10,1,29.83783783783784,22018,1610612760,OKC,Oklahoma City Thunder,0021801005,2019-03-11,OKC @ UTA,W,240,98,36,79,0.456,7,22,0.318,19,27,0.704,6,42,48,18,8,5,16,21,9.0,0.5314232902033271
15,22018,201566,0021800985,"MAR 08, 2019",OKC @ LAC,L,32,12,23,0.522,2,9,0.222,6,8,0.75,0,8,8,7,0,1,1,6,32,-4,1,48.0,22018,1610612760,OKC,Oklahoma City Thunder,0021800985,2019-03-08,OKC @ LAC,L,241,110,41,102,0.402,11,44,0.25,17,26,0.654,14,38,52,20,3,7,11,34,-8.0,0.6033182503770739
16,22018,201566,0021800976,"MAR 07, 2019",OKC @ POR,W,40,14,28,0.5,5,8,0.625,4,6,0.667,1,6,7,3,0,0,8,5,37,1,1,44.400000000000006,22018,1610612760,OKC,Oklahoma City Thunder,0021800976,2019-03-07,OKC @ POR,W,265,129,48,105,0.457,8,27,0.296,25,32,0.781,16,42,58,14,7,5,15,31,8.0,0.6037859007832898
17,22018,201566,0021800963,"MAR 05, 2019",OKC @ MIN,L,38,15,28,0.536,5,10,0.5,3,7,0.429,2,11,13,6,0,0,2,3,38,-2,1,48.0,22018,1610612760,OKC,Oklahoma City Thunder,0021800963,2019-03-05,OKC @ MIN,L,239,120,42,94,0.447,18,46,0.391,18,31,0.581,15,30,45,20,4,8,12,26,-11.0,0.6113256113256114
18,22018,201566,0021800951,"MAR 03, 2019",OKC vs. MEM,W,36,7,20,0.35,4,13,0.308,4,6,0.667,2,4,6,5,3,1,4,3,22,-1,1,29.333333333333336,22018,1610612760,OKC,Oklahoma City Thunder,0021800951,2019-03-03,OKC vs. MEM,W,242,99,33,93,0.355,9,30,0.3,24,33,0.727,17,36,53,19,10,5,14,19,4.0,0.48586572438162545
19,22018,201566,0021800940,"MAR 02, 2019",OKC @ SAS,L,34,7,17,0.412,1,5,0.2,4,7,0.571,1,8,9,8,1,0,7,2,19,-15,1,26.823529411764707,22018,1610612760,OKC,Oklahoma City Thunder,0021800940,2019-03-02,OKC @ SAS,L,240,102,40,88,0.455,7,29,0.241,15,24,0.625,11,34,45,17,7,2,13,19,-14.0,0.47310756972111556
20,22018,201566,0021800927,"FEB 28, 2019",OKC vs. PHI,L,38,8,24,0.333,1,9,0.111,6,9,0.667,0,11,11,11,1,1,4,3,23,-3,1,29.05263157894737,22018,1610612760,OKC,Oklahoma City Thunder,0021800927,2019-02-28,OKC vs. PHI,L,241,104,38,87,0.437,8,27,0.296,20,28,0.714,8,36,44,28,5,3,12,18,-4.0,0.41130185979971384
21,22018,201566,0021800910,"FEB 26, 2019",OKC @ DEN,L,36,8,14,0.571,2,5,0.4,4,8,0.5,4,10,14,9,0,0,7,5,22,-16,1,29.333333333333336,22018,1610612760,OKC,Oklahoma City Thunder,0021800910,2019-02-26,OKC @ DEN,L,240,112,43,95,0.453,10,38,0.263,16,25,0.64,14,32,46,31,10,5,17,34,-9.0,0.6278538812785388
22,22018,201566,0021800890,"FEB 23, 2019",OKC vs. SAC,L,35,15,30,0.5,5,12,0.417,6,8,0.75,1,9,10,4,1,1,7,5,41,-1,1,56.22857142857143,22018,1610612760,OKC,Oklahoma City Thunder,0021800890,2019-02-23,OKC vs. SAC,L,240,116,40,105,0.381,14,46,0.304,22,28,0.786,16,43,59,17,2,6,14,26,-3.0,0.6115751789976133
23,22018,201566,0021800881,"FEB 22, 2019",OKC vs. UTA,W,43,15,29,0.517,6,13,0.462,7,10,0.7,2,13,15,8,2,1,5,6,43,9,1,48.0,22018,1610612760,OKC,Oklahoma City Thunder,0021800881,2019-02-22,OKC vs. UTA,W,289,148,55,118,0.466,18,44,0.409,20,25,0.8,11,32,43,29,16,5,11,29,1.0,0.6437125748502994
24,22018,201566,0021800866,"FEB 14, 2019",OKC @ NOP,L,39,18,30,0.6,4,12,0.333,4,4,1.0,3,11,14,11,1,2,5,3,44,-15,1,54.15384615384615,22018,1610612760,OKC,Oklahoma City Thunder,0021800866,2019-02-14,OKC @ NOP,L,240,122,50,106,0.472,10,44,0.227,12,13,0.923,17,31,48,27,8,6,13,21,-9.0,0.6926952141057934
25,22018,201566,0021800846,"FEB 11, 2019",OKC vs. POR,W,37,5,19,0.263,1,6,0.167,10,13,0.769,2,12,14,11,1,2,6,4,21,1,1,27.243243243243242,22018,1610612760,OKC,Oklahoma City Thunder,0021800846,2019-02-11,OKC vs. POR,W,240,120,41,86,0.477,16,35,0.457,22,29,0.759,7,38,45,23,9,7,12,28,9.0,0.4247572815533981
26,22018,201566,0021800832,"FEB 09, 2019",OKC @ HOU,W,38,8,21,0.381,1,5,0.2,4,5,0.8,0,12,12,11,2,1,10,3,21,2,1,26.526315789473685,22018,1610612760,OKC,Oklahoma City Thunder,0021800832,2019-02-09,OKC @ HOU,W,240,117,40,89,0.449,13,34,0.382,24,30,0.8,12,41,53,20,7,5,19,24,5.0,0.4525862068965517
27,22018,201566,0021800815,"FEB 07, 2019",OKC vs. MEM,W,33,5,16,0.313,1,4,0.25,4,6,0.667,1,12,13,15,4,0,1,3,15,18,1,21.818181818181817,22018,1610612760,OKC,Oklahoma City Thunder,0021800815,2019-02-07,OKC vs. MEM,W,240,117,43,90,0.478,17,44,0.386,14,22,0.636,11,33,44,29,17,2,11,25,22.0,0.4023605150214592
28,22018,201566,0021800802,"FEB 05, 2019",OKC vs. ORL,W,36,5,14,0.357,0,2,0.0,6,10,0.6,1,14,15,16,1,1,7,3,16,9,1,21.333333333333332,22018,1610612760,OKC,Oklahoma City Thunder,0021800802,2019-02-05,OKC vs. ORL,W,240,132,46,92,0.5,13,30,0.433,27,37,0.73,8,41,49,25,11,2,17,25,10.0,0.4347826086956522
29,22018,201566,0021800788,"FEB 03, 2019",OKC @ BOS,L,37,8,19,0.421,1,3,0.333,5,8,0.625,2,10,12,16,2,0,4,4,22,-5,1,28.54054054054054,22018,1610612760,OKC,Oklahoma City Thunder,0021800788,2019-02-03,OKC @ BOS,L,239,129,45,92,0.489,14,35,0.4,25,34,0.735,11,31,42,25,12,5,11,18,-5.0,0.48845470692717585
30,22018,201566,0021800772,"FEB 01, 2019",OKC @ MIA,W,32,6,10,0.6,0,1,0.0,2,5,0.4,1,11,12,14,1,1,4,0,14,11,1,21.0,22018,1610612760,OKC,Oklahoma City Thunder,0021800772,2019-02-01,OKC @ MIA,W,239,118,44,91,0.484,16,30,0.533,14,19,0.737,13,37,50,23,10,4,15,20,16.0,0.5737704918032788
31,22018,201566,0021800751,"JAN 29, 2019",OKC @ ORL,W,38,7,12,0.583,1,2,0.5,8,12,0.667,1,13,14,14,0,1,5,3,23,-3,1,29.05263157894737,22018,1610612760,OKC,Oklahoma City Thunder,0021800751,2019-01-29,OKC @ ORL,W,239,126,49,91,0.538,9,21,0.429,19,26,0.731,6,37,43,25,7,8,7,16,9.0,0.6655092592592592
32,22018,201566,0021800738,"JAN 27, 2019",OKC vs. MIL,W,36,5,20,0.25,2,5,0.4,1,2,0.5,1,12,13,11,1,1,4,3,13,-11,1,17.333333333333332,22018,1610612760,OKC,Oklahoma City Thunder,0021800738,2019-01-27,OKC vs. MIL,W,240,118,44,94,0.468,16,32,0.5,14,25,0.56,11,41,52,29,5,10,11,21,6.0,0.3113026819923372
33,22018,201566,0021800717,"JAN 24, 2019",OKC vs. NOP,W,37,9,19,0.474,1,3,0.333,4,8,0.5,1,16,17,16,2,0,4,3,23,14,1,29.83783783783784,22018,1610612760,OKC,Oklahoma City Thunder,0021800717,2019-01-24,OKC vs. NOP,W,240,122,50,101,0.495,14,32,0.438,8,16,0.5,14,43,57,33,8,2,14,15,6.0,0.5106571936056838
34,22018,201566,0021800703,"JAN 22, 2019",OKC vs. POR,W,37,9,20,0.45,1,4,0.25,10,12,0.833,2,8,10,14,1,0,5,4,29,5,1,37.62162162162162,22018,1610612760,OKC,Oklahoma City Thunder,0021800703,2019-01-22,OKC vs. POR,W,241,123,43,85,0.506,11,23,0.478,26,33,0.788,9,28,37,26,16,4,10,20,9.0,0.5735759493670886
35,22018,201566,0021800691,"JAN 21, 2019",OKC @ NYK,W,29,6,12,0.5,1,2,0.5,4,5,0.8,3,7,10,9,0,0,3,3,17,22,1,28.137931034482754,22018,1610612760,OKC,Oklahoma City Thunder,0021800691,2019-01-21,OKC @ NYK,W,241,127,45,83,0.542,15,29,0.517,22,27,0.815,10,39,49,26,7,2,18,31,18.0,0.5985915492957746
36,22018,201566,0021800678,"JAN 19, 2019",OKC @ PHI,W,37,8,21,0.381,1,6,0.167,4,7,0.571,3,7,10,6,1,0,4,6,21,9,1,27.243243243243242,22018,1610612760,OKC,Oklahoma City Thunder,0021800678,2019-01-19,OKC @ PHI,W,239,117,41,93,0.441,12,31,0.387,23,26,0.885,11,34,45,20,10,6,10,24,2.0,0.43604651162790703
37,22018,201566,0021800670,"JAN 17, 2019",OKC vs. LAL,L,43,7,30,0.233,5,12,0.417,7,10,0.7,2,7,9,13,1,1,3,5,26,5,1,29.023255813953487,22018,1610612760,OKC,Oklahoma City Thunder,0021800670,2019-01-17,OKC vs. LAL,L,265,128,41,104,0.394,22,54,0.407,24,36,0.667,15,29,44,31,10,4,15,22,-10.0,0.37790697674418605
38,22018,201566,0021800653,"JAN 15, 2019",OKC @ ATL,L,36,10,21,0.476,0,3,0.0,11,14,0.786,2,4,6,11,5,0,2,2,31,1,1,41.333333333333336,22018,1610612760,OKC,Oklahoma City Thunder,0021800653,2019-01-15,OKC @ ATL,L,240,126,43,94,0.457,9,32,0.281,31,41,0.756,15,25,40,22,16,3,12,18,-16.0,0.5706921944035346
39,22018,201566,0021800634,"JAN 12, 2019",OKC vs. SAS,W,33,9,24,0.375,1,2,0.5,5,5,1.0,2,8,10,7,2,0,4,4,24,7,1,34.90909090909091,22018,1610612760,OKC,Oklahoma City Thunder,0021800634,2019-01-12,OKC vs. SAS,W,240,122,43,93,0.462,11,23,0.478,25,29,0.862,7,40,47,27,10,5,7,16,10.0,0.4580152671755725
40,22018,201566,0021800619,"JAN 10, 2019",OKC @ SAS,L,50,11,22,0.5,0,4,0.0,2,5,0.4,2,11,13,24,2,0,3,4,24,-5,1,23.04,22018,1610612760,OKC,Oklahoma City Thunder,0021800619,2019-01-10,OKC @ SAS,L,291,147,58,114,0.509,15,35,0.429,16,24,0.667,14,35,49,33,8,5,13,24,-7.0,0.49586776859504134
41,22018,201566,0021800603,"JAN 08, 2019",OKC vs. MIN,L,39,11,22,0.5,1,6,0.167,2,2,1.0,1,4,5,16,1,2,7,2,25,7,1,30.769230769230774,22018,1610612760,OKC,Oklahoma City Thunder,0021800603,2019-01-08,OKC vs. MIN,L,240,117,43,85,0.506,12,30,0.4,19,26,0.731,10,33,43,22,4,5,16,30,-2.0,0.5463286713286714
42,22018,201566,0021800588,"JAN 06, 2019",OKC vs. WAS,L,37,9,23,0.391,2,5,0.4,2,6,0.333,2,13,15,13,0,1,8,2,22,-7,1,28.54054054054054,22018,1610612760,OKC,Oklahoma City Thunder,0021800588,2019-01-06,OKC vs. WAS,L,240,98,38,88,0.432,10,25,0.4,12,19,0.632,7,34,41,22,8,3,14,17,-18.0,0.4290171606864274
43,22018,201566,0021800575,"JAN 04, 2019",OKC @ POR,W,37,13,28,0.464,0,2,0.0,5,6,0.833,0,9,9,7,1,0,3,3,31,7,1,40.21621621621622,22018,1610612760,OKC,Oklahoma City Thunder,0021800575,2019-01-04,OKC @ POR,W,242,111,40,94,0.426,8,25,0.32,23,26,0.885,11,38,49,18,9,6,10,21,2.0,0.5058746736292428
44,22018,201566,0021800562,"JAN 02, 2019",OKC @ LAL,W,36,3,20,0.15,1,7,0.143,7,10,0.7,1,15,16,10,2,2,4,4,14,1,1,18.666666666666668,22018,1610612760,OKC,Oklahoma City Thunder,0021800562,2019-01-02,OKC @ LAL,W,239,107,40,105,0.381,7,31,0.226,20,31,0.645,17,47,64,22,8,5,11,24,7.0,0.2868852459016394
45,22018,201566,0021800547,"DEC 31, 2018",OKC vs. DAL,W,35,13,24,0.542,0,1,0.0,6,6,1.0,0,11,11,11,4,0,5,4,32,22,1,43.885714285714286,22018,1610612760,OKC,Oklahoma City Thunder,0021800547,2018-12-31,OKC vs. DAL,W,241,122,46,103,0.447,6,24,0.25,24,35,0.686,11,35,46,22,13,3,10,30,20.0,0.6006006006006006
46,22018,201566,0021800539,"DEC 30, 2018",OKC @ DAL,L,38,4,22,0.182,0,8,0.0,1,2,0.5,0,9,9,8,6,0,5,2,9,-4,1,11.368421052631579,22018,1610612760,OKC,Oklahoma City Thunder,0021800539,2018-12-30,OKC @ DAL,L,241,103,40,93,0.43,9,38,0.237,14,21,0.667,7,32,39,17,15,2,11,23,-2.0,0.1966783216783217
47,22018,201566,0021800525,"DEC 28, 2018",OKC @ PHX,W,39,17,29,0.586,3,7,0.429,3,6,0.5,2,10,12,8,0,0,6,3,40,6,1,49.230769230769226,22018,1610612760,OKC,Oklahoma City Thunder,0021800525,2018-12-28,OKC @ PHX,W,240,118,51,95,0.537,7,20,0.35,9,13,0.692,11,38,49,22,12,4,16,13,16.0,0.6321112515802781
48,22018,201566,0021800498,"DEC 25, 2018",OKC @ HOU,L,38,6,20,0.3,2,6,0.333,7,10,0.7,3,6,9,9,4,1,6,3,21,6,1,26.526315789473685,22018,1610612760,OKC,Oklahoma City Thunder,0021800498,2018-12-25,OKC @ HOU,L,240,109,43,98,0.439,9,30,0.3,14,21,0.667,18,34,52,23,12,11,15,22,-4.0,0.43032786885245905
49,22018,201566,0021800493,"DEC 23, 2018",OKC vs. MIN,L,36,10,19,0.526,1,1,1.0,2,4,0.5,1,10,11,10,1,0,4,6,23,7,1,30.666666666666664,22018,1610612760,OKC,Oklahoma City Thunder,0021800493,2018-12-23,OKC vs. MIN,L,240,112,43,90,0.478,9,25,0.36,17,22,0.773,9,36,45,17,4,10,13,27,-2.0,0.5539499036608863
50,22018,201566,0021800485,"DEC 22, 2018",OKC @ UTA,W,35,3,17,0.176,0,4,0.0,2,2,1.0,0,12,12,9,3,0,6,6,8,-12,1,10.971428571428572,22018,1610612760,OKC,Oklahoma City Thunder,0021800485,2018-12-22,OKC @ UTA,W,241,107,42,89,0.472,9,25,0.36,14,22,0.636,8,43,51,19,11,5,17,21,1.0,0.2237136465324385
51,22018,201566,0021800466,"DEC 19, 2018",OKC @ SAC,W,35,8,19,0.421,1,5,0.2,2,7,0.286,2,9,11,17,6,0,5,4,19,8,1,26.057142857142857,22018,1610612760,OKC,Oklahoma City Thunder,0021800466,2018-12-19,OKC @ SAC,W,241,132,51,102,0.5,13,32,0.406,17,27,0.63,18,48,66,27,8,6,17,24,19.0,0.4302536231884058
52,22018,201566,0021800447,"DEC 17, 2018",OKC vs. CHI,W,32,5,13,0.385,0,0,0.0,3,4,0.75,4,12,16,11,5,0,4,3,13,25,1,19.5,22018,1610612760,OKC,Oklahoma City Thunder,0021800447,2018-12-17,OKC vs. CHI,W,242,121,43,89,0.483,8,21,0.381,27,33,0.818,17,32,49,24,14,2,19,21,25.0,0.44037940379403795
53,22018,201566,0021800434,"DEC 15, 2018",OKC vs. LAC,W,36,4,17,0.235,3,4,0.75,2,3,0.667,2,7,9,12,6,0,4,3,13,0,1,17.333333333333332,22018,1610612760,OKC,Oklahoma City Thunder,0021800434,2018-12-15,OKC vs. LAC,W,239,110,42,90,0.467,9,22,0.409,17,24,0.708,9,31,40,26,13,7,11,20,6.0,0.3548034934497816
54,22018,201566,0021800426,"DEC 14, 2018",OKC @ DEN,L,36,5,15,0.333,1,3,0.333,2,2,1.0,1,13,14,8,4,1,4,3,13,-9,1,17.333333333333332,22018,1610612760,OKC,Oklahoma City Thunder,0021800426,2018-12-14,OKC @ DEN,L,242,98,37,90,0.411,7,19,0.368,17,29,0.586,19,24,43,14,9,4,13,17,-11.0,0.4093198992443325
55,22018,201566,0021800411,"DEC 12, 2018",OKC @ NOP,L,38,8,16,0.5,2,7,0.286,2,5,0.4,1,5,6,7,4,2,7,2,20,0,1,25.263157894736842,22018,1610612760,OKC,Oklahoma City Thunder,0021800411,2018-12-12,OKC @ NOP,L,239,114,42,87,0.483,13,43,0.302,17,27,0.63,9,30,39,23,10,6,18,27,-4.0,0.5494505494505495
56,22018,201566,0021800396,"DEC 10, 2018",OKC vs. UTA,W,36,4,18,0.222,0,5,0.0,4,8,0.5,3,8,11,10,1,0,4,3,12,15,1,16.0,22018,1610612760,OKC,Oklahoma City Thunder,0021800396,2018-12-10,OKC vs. UTA,W,239,122,43,85,0.506,8,21,0.381,28,39,0.718,12,31,43,25,12,2,17,26,9.0,0.2788104089219331
57,22018,201566,0021800373,"DEC 07, 2018",OKC @ CHI,L,35,9,21,0.429,2,6,0.333,4,7,0.571,2,15,17,13,4,0,10,5,24,10,1,32.91428571428571,22018,1610612760,OKC,Oklahoma City Thunder,0021800373,2018-12-07,OKC @ CHI,L,240,112,43,94,0.457,10,28,0.357,16,24,0.667,14,37,51,25,12,6,22,22,-2.0,0.49833887043189373
58,22018,201566,0021800358,"DEC 05, 2018",OKC @ BKN,W,40,9,23,0.391,2,9,0.222,1,2,0.5,2,13,15,17,1,0,2,5,21,10,1,25.200000000000003,22018,1610612760,OKC,Oklahoma City Thunder,0021800358,2018-12-05,OKC @ BKN,W,240,114,43,99,0.434,13,38,0.342,15,26,0.577,17,43,60,28,8,6,13,23,2.0,0.4396984924623116
59,22018,201566,0021800343,"DEC 03, 2018",OKC @ DET,W,29,7,17,0.412,2,7,0.286,2,3,0.667,1,5,6,6,2,0,5,2,18,24,1,29.793103448275865,22018,1610612760,OKC,Oklahoma City Thunder,0021800343,2018-12-03,OKC @ DET,W,241,110,43,85,0.506,7,25,0.28,17,20,0.85,6,46,52,23,10,8,17,24,27.0,0.4912663755458515
60,22018,201566,0021800325,"NOV 30, 2018",OKC vs. ATL,W,31,8,15,0.533,2,4,0.5,5,6,0.833,1,8,9,10,1,0,5,4,23,18,1,35.61290322580645,22018,1610612760,OKC,Oklahoma City Thunder,0021800325,2018-11-30,OKC vs. ATL,W,241,124,46,88,0.523,18,41,0.439,14,15,0.933,7,39,46,30,12,7,20,24,15.0,0.6519274376417233
61,22018,201566,0021800313,"NOV 28, 2018",OKC vs. CLE,W,37,10,17,0.588,2,5,0.4,1,2,0.5,1,17,18,15,2,0,3,3,23,12,1,29.83783783783784,22018,1610612760,OKC,Oklahoma City Thunder,0021800313,2018-11-28,OKC vs. CLE,W,240,100,41,86,0.477,6,27,0.222,12,15,0.8,8,42,50,25,5,11,13,18,17.0,0.6431767337807607
62,22018,201566,0021800282,"NOV 24, 2018",OKC vs. DEN,L,39,6,23,0.261,1,12,0.083,3,7,0.429,3,7,10,12,1,0,4,5,16,-3,1,19.692307692307693,22018,1610612760,OKC,Oklahoma City Thunder,0021800282,2018-11-24,OKC vs. DEN,L,240,98,37,103,0.359,9,39,0.231,15,23,0.652,19,35,54,22,9,5,10,24,-7.0,0.3067484662576687
63,22018,201566,0021800274,"NOV 23, 2018",OKC vs. CHA,W,35,10,18,0.556,1,4,0.25,9,11,0.818,0,12,12,8,2,0,4,3,30,17,1,41.14285714285714,22018,1610612760,OKC,Oklahoma City Thunder,0021800274,2018-11-23,OKC vs. CHA,W,240,109,41,93,0.441,11,33,0.333,16,24,0.667,11,35,46,24,6,2,14,18,5.0,0.6567425569176882
64,22018,201566,0021800264,"NOV 21, 2018",OKC @ GSW,W,33,5,15,0.333,1,5,0.2,0,2,0.0,0,11,11,13,2,1,4,4,11,25,1,16.0,22018,1610612760,OKC,Oklahoma City Thunder,0021800264,2018-11-21,OKC @ GSW,W,239,123,51,106,0.481,13,35,0.371,8,15,0.533,18,43,61,29,10,5,10,23,28.0,0.3463476070528967
65,22018,201566,0021800247,"NOV 19, 2018",OKC @ SAC,L,37,12,25,0.48,4,10,0.4,1,2,0.5,2,11,13,7,3,0,4,5,29,4,1,37.62162162162162,22018,1610612760,OKC,Oklahoma City Thunder,0021800247,2018-11-19,OKC @ SAC,L,240,113,45,108,0.417,12,41,0.293,11,16,0.688,13,40,53,22,8,3,13,22,-4.0,0.5602782071097373
66,22018,201566,0021800144,"NOV 05, 2018",OKC vs. NOP,W,25,6,16,0.375,0,2,0.0,5,8,0.625,0,7,7,9,1,0,6,3,17,11,1,32.64,22018,1610612760,OKC,Oklahoma City Thunder,0021800144,2018-11-05,OKC vs. NOP,W,240,122,45,93,0.484,10,27,0.37,22,31,0.71,9,32,41,26,15,3,12,23,6.0,0.4354508196721312
